ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
ITDC,India Tourism Development Corp Ltd,1965,"₹4,827 Cr",Small Cap,Consumer Cyclical,Lodging,₹563,3.74%,₹467,₹786,20.50%,-28.43%,₹583,₹596,₹596,3.74%,-0.07%,-5.78%,-3.82%,1.49%,-22.95%,64.47%,146.95%,17906,12650,13988,45659,89984,-60.78%,-72.29%,-69.36%,-80.10%,-85.94%,-84.46%,-49.26%,0.4,₹543,59,10,10,
ZENTEC,Zen Technologies Limited,1993,"₹12,620 Cr",Mid Cap,Industrials,Aerospace & Defense,"₹1,404",-1.89%,₹945,"₹2,627",48.47%,-46.57%,"₹1,650","₹1,837","₹1,759",-1.89%,-1.70%,-23.08%,-17.89%,-5.31%,-15.02%,662.41%,1479.74%,224841,324116,359958,571667,680097,-60.67%,-43.30%,-37.03%,-66.94%,-52.34%,-47.07%,-15.94%,0.4,"₹1,431",50,28,28,
ORIENTHOT,Oriental Hotels Ltd,1970,"₹2,497 Cr",Small Cap,Consumer Cyclical,Lodging,₹140,1.80%,₹126,₹202,10.94%,-30.79%,₹147,₹149,₹156,1.80%,-0.35%,-5.93%,2.96%,2.08%,4.45%,95.80%,536.90%,103756,91576,478994,322370,294898,-67.81%,-71.59%,48.58%,-64.82%,-68.95%,62.43%,9.32%,0.3,₹137,53,3,3,
506180,Emergent Industrial Solutions Ltd,1983,₹334 Cr,Micro Cap,Basic Materials,Coking Coal,₹731,-5.00%,₹106,₹990,589.29%,-26.21%,₹892,₹737,₹489,-5.00%,-15.05%,-13.56%,98.55%,21.03%,,,,981,68,196,102,90,860.81%,-33.64%,91.55%,995.02%,-24.38%,118.31%,13.97%,9.6,₹769,,,,
DCI,Dc Infotech And Communication Ltd,2019,₹377 Cr,Micro Cap,Technology,Electronics & Computer Distribution,₹235,-0.65%,₹201,₹458,16.71%,-48.66%,₹249,₹268,₹297,-0.65%,-4.02%,-13.30%,-20.76%,-14.61%,-48.57%,,,42887,39872,51165,24952,19225,71.88%,59.79%,105.05%,123.08%,107.40%,166.14%,29.79%,1.7,₹237,25,9,9,
533227,Asian Hotels (East) Ltd,2007,₹262 Cr,Micro Cap,Consumer Cyclical,Lodging,₹151,2.09%,₹126,₹198,20.00%,-23.62%,₹158,₹153,₹149,2.09%,-0.20%,-5.88%,7.81%,13.90%,16.00%,-16.77%,39.59%,968,487,795,1207,1174,-19.78%,-59.64%,-34.14%,-17.52%,-58.51%,-32.29%,2.82%,0.8,₹148,15,10,10,
532663,Sasken Technologies Ltd,1989,"₹2,221 Cr",Small Cap,Technology,Information Technology Services,"₹1,490",0.18%,"₹1,277","₹2,366",16.72%,-37.01%,"₹1,473","₹1,462","₹1,694",0.18%,1.76%,4.88%,-0.56%,-14.75%,-4.66%,76.25%,151.10%,777,240,716,899,1047,-13.53%,-73.32%,-20.34%,-25.81%,-77.11%,-31.65%,-14.20%,0.9,"₹1,487",45,33,33,
543806,ITCONS e-Solutions Ltd,2007,₹315 Cr,Micro Cap,Industrials,Staffing & Employment Services,₹525,-0.77%,₹221,₹767,137.27%,-31.56%,₹532,₹532,₹557,-0.77%,0.62%,-0.95%,-5.66%,-0.75%,115.23%,,,7800,9200,7224,9540,10578,-18.24%,-3.56%,-24.28%,-26.26%,-13.03%,-31.71%,-9.82%,0.8,₹529,166,3,3,
INFOBEAN,InfoBeans Technologies Ltd,2011,"₹1,418 Cr",Small Cap,Technology,Software - Application,₹585,7.13%,₹271,₹634,116.24%,-7.78%,₹524,₹439,₹386,7.13%,9.29%,58.53%,62.65%,72.91%,42.19%,-9.56%,428.02%,165588,157729,275666,111615,71097,48.36%,41.32%,146.98%,132.90%,121.85%,287.73%,56.99%,1.5,₹546,27,22,22,
AARVI,Aarvi Encon Ltd,1987,₹151 Cr,Micro Cap,Industrials,Staffing & Employment Services,₹102,-1.10%,₹88,₹168,15.92%,-39.28%,₹104,₹108,₹117,-1.10%,0.01%,-4.91%,-4.29%,-15.36%,-26.76%,-11.76%,201.80%,27502,24566,14080,11045,10271,149.00%,122.42%,27.48%,167.77%,139.19%,37.09%,7.54%,2.5,₹103,15,7,7,
IMPAL,India Motor Parts & Accessories Ltd,1954,"₹1,289 Cr",Small Cap,Consumer Cyclical,Auto Parts,"₹1,041",1.26%,₹870,"₹1,485",19.64%,-29.89%,"₹1,076","₹1,096","₹1,081",1.26%,0.97%,-8.52%,1.99%,-0.14%,-16.58%,43.14%,92.01%,1191,1389,3160,4248,3611,-71.96%,-67.29%,-25.61%,-67.02%,-61.53%,-12.51%,17.62%,0.3,"₹1,028",16,67,67,
532268,Accelya Solutions India Ltd,1986,"₹2,079 Cr",Small Cap,Technology,Information Technology Services,"₹1,392",0.44%,"₹1,218","₹1,899",14.29%,-26.68%,"₹1,398","₹1,408","₹1,414",0.44%,0.14%,0.34%,-0.32%,2.05%,-20.85%,30.33%,37.60%,442,639,1368,1360,2690,-67.51%,-53.05%,0.54%,-83.57%,-76.26%,-49.16%,-49.44%,0.3,"₹1,386",16,86,86,
532699,Royal Orchid Hotels Ltd,1986,"₹1,102 Cr",Small Cap,Consumer Cyclical,Lodging,₹405,-0.74%,₹302,₹446,34.34%,-9.18%,₹416,₹396,₹371,-0.74%,1.84%,1.09%,8.58%,19.61%,17.87%,111.35%,444.42%,1655,1863,6753,5284,6914,-68.68%,-64.75%,27.80%,-76.06%,-73.06%,-2.33%,-23.58%,0.3,₹408,24,17,17,
532850,MIC Electronics Ltd,1988,"₹1,121 Cr",Small Cap,Technology,Electronic Components,₹47,-2.55%,₹45,₹115,4.63%,-59.42%,₹52,₹55,₹67,-2.55%,-9.47%,-7.95%,-23.65%,-33.59%,-39.91%,174.20%,6457.75%,183309,169507,160737,222344,175636,-17.56%,-23.76%,-27.71%,4.37%,-3.49%,-8.48%,26.59%,0.8,₹48,71,1,1,
512038,TCC Concept Ltd,1984,"₹1,804 Cr",Small Cap,Consumer Cyclical,Textile Manufacturing,₹496,-1.94%,₹336,₹747,47.62%,-33.62%,₹520,₹550,₹511,-1.94%,-4.52%,-5.74%,9.59%,2.24%,-27.87%,,,6388,5972,12679,21618,24073,-70.45%,-72.38%,-41.35%,-73.46%,-75.19%,-47.33%,-10.20%,0.3,₹506,,,,
543713,Droneacharya Aerial Innovations Ltd,2017,₹174 Cr,Micro Cap,Technology,Computer Hardware,₹73,-3.91%,₹58,₹161,24.89%,-54.97%,₹77,₹86,₹90,-3.91%,1.53%,-16.86%,-7.21%,-13.90%,-43.91%,,,81000,39750,49048,58905,62758,37.51%,-32.52%,-16.73%,29.07%,-36.66%,-21.85%,-6.14%,1.4,₹75,48,2,2,
SMARTLINK,Smartlink Holdings Ltd,1993,₹144 Cr,Micro Cap,Technology,Communication Equipment,₹142,-0.44%,₹120,₹356,18.51%,-60.19%,₹147,₹154,₹166,-0.44%,-0.60%,-8.67%,-12.10%,-20.52%,-47.72%,11.07%,107.20%,2042,3325,4522,9190,11921,-77.78%,-63.81%,-50.79%,-82.87%,-72.11%,-62.07%,-22.91%,0.2,₹142,21,7,7,
TAJGVK,TAJ GVK Hotels and Resorts Ltd,1995,"₹2,533 Cr",Small Cap,Consumer Cyclical,Lodging,₹405,-0.94%,₹281,₹528,43.98%,-23.38%,₹418,₹414,₹410,-0.94%,-2.58%,-2.26%,1.80%,5.76%,29.47%,144.28%,180.52%,107588,128895,234543,262103,432274,-58.95%,-50.82%,-10.52%,-75.11%,-70.18%,-45.74%,-39.37%,0.4,₹409,18,22,22,
RSYSTEMS,R Systems International Ltd,1993,"₹5,088 Cr",Mid Cap,Technology,Information Technology Services,₹430,1.32%,₹283,₹553,51.86%,-22.30%,₹432,₹432,₹408,1.32%,-2.08%,-1.51%,19.39%,10.33%,-7.72%,77.00%,311.84%,54331,89609,92852,200252,186576,-72.87%,-55.25%,-53.63%,-70.88%,-51.97%,-50.23%,7.33%,0.3,₹424,38,11,11,
543533,eMudhra Ltd,2008,"₹6,163 Cr",Mid Cap,Technology,Software - Application,₹756,-1.13%,₹652,"₹1,024",16.08%,-26.11%,₹796,₹771,₹819,-1.13%,-4.34%,-3.98%,-0.53%,7.28%,2.13%,112.19%,,1351,2212,5988,5530,6932,-75.57%,-60.00%,8.28%,-80.51%,-68.09%,-13.62%,-20.22%,0.2,₹765,69,11,11,
532407,Moschip Technologies Ltd,1999,"₹3,083 Cr",Small Cap,Technology,Semiconductor Equipment & Materials,₹161,2.85%,₹125,₹279,28.33%,-42.37%,₹168,₹175,₹185,2.85%,-4.06%,-7.00%,-12.32%,-10.37%,-33.36%,123.33%,1005.15%,192582,127343,153828,274722,345960,-29.90%,-53.65%,-44.01%,-44.33%,-63.19%,-55.54%,-20.59%,0.7,₹156,79,2,2,
532341,Izmo Ltd,1995,₹606 Cr,Small Cap,Technology,Software - Application,₹406,1.26%,₹231,₹651,75.53%,-37.61%,₹393,₹373,₹384,1.26%,12.25%,-3.64%,21.41%,6.73%,-3.80%,499.26%,1231.15%,24979,30957,11511,7154,6652,249.15%,332.71%,60.89%,275.52%,365.39%,73.04%,7.55%,3.5,₹401,12,34,34,
539921,Shanti Educational Initiatives Ltd,1988,"₹1,641 Cr",Small Cap,Consumer Defensive,Education & Training Services,₹102,-0.24%,₹63,₹208,61.36%,-50.95%,₹101,₹92,₹108,-0.24%,0.94%,15.97%,44.09%,2.10%,-23.56%,21.89%,,10559,6499,25942,14815,31163,-28.73%,-56.14%,75.11%,-66.12%,-79.15%,-16.75%,-52.46%,0.7,₹102,237,0,0,
543615,Silicon Rental Solutions Ltd,2016,₹183 Cr,Micro Cap,Technology,Information Technology Services,₹161,0.00%,₹160,₹292,0.31%,-45.03%,₹168,₹178,₹220,0.00%,-0.93%,-6.14%,-23.93%,-32.58%,-10.34%,,,0,3000,4686,6477,6172,-100.00%,-53.69%,-27.66%,-100.00%,-51.40%,-24.09%,4.94%,0.0,₹161,13,13,13,
517536,Onward Technologies Ltd,1991,₹701 Cr,Small Cap,Technology,Information Technology Services,₹313,-1.99%,₹207,₹465,51.14%,-32.77%,₹340,₹330,₹301,-1.99%,-4.02%,-12.39%,17.92%,11.11%,-23.59%,17.26%,395.32%,2093,973,4229,12736,10880,-83.57%,-92.36%,-66.79%,-80.76%,-91.06%,-61.13%,17.06%,0.2,₹319,22,14,14,
531439,Aion-Tech Solutions Ltd,1994,₹359 Cr,Micro Cap,Technology,Information Technology Services,₹70,-1.75%,₹46,₹135,51.43%,-48.34%,₹72,₹71,₹68,-1.75%,-7.38%,-2.37%,-2.80%,15.93%,-44.05%,23.73%,805.85%,2793,10317,12730,12971,14619,-78.47%,-20.46%,-1.86%,-80.90%,-29.43%,-12.92%,-11.28%,0.2,₹71,24,3,3,
RHL,Robust Hotels Ltd,2007,₹477 Cr,Micro Cap,Consumer Cyclical,Lodging,₹276,5.23%,₹175,₹314,57.29%,-12.17%,₹275,₹265,₹238,5.23%,1.14%,1.19%,18.90%,25.94%,41.42%,,,3916,5448,7370,11655,9444,-66.40%,-53.25%,-36.76%,-58.53%,-42.31%,-21.96%,23.41%,0.3,₹262,25,11,11,
530175,Odyssey Technologies Ltd,1990,₹133 Cr,Micro Cap,Technology,Software - Infrastructure,₹84,-0.21%,₹80,₹148,4.49%,-43.33%,₹91,₹97,₹100,-0.21%,-5.54%,-15.13%,-8.13%,-16.82%,-32.18%,24.67%,231.05%,1920,8836,6627,11041,10426,-82.61%,-19.97%,-39.98%,-81.58%,-15.25%,-36.44%,5.89%,0.2,₹84,36,2,2,
523127,EIH Associated Hotels Ltd,1983,"₹2,258 Cr",Small Cap,Consumer Cyclical,Lodging,₹372,-0.11%,₹300,₹545,23.90%,-31.78%,₹388,₹383,₹378,-0.11%,-0.92%,-3.49%,-1.17%,4.20%,-20.33%,80.94%,184.47%,1529,3511,3628,3142,3072,-51.34%,11.73%,15.46%,-50.23%,14.27%,18.08%,2.27%,0.5,₹372,24,15,15,
LOTUSEYE,Lotus Eye Hospital and Institute Ltd,1997,₹154 Cr,Micro Cap,Healthcare,Medical Care Facilities,₹74,1.05%,₹55,₹91,34.57%,-18.66%,₹74,₹73,₹69,1.05%,1.93%,-0.96%,-2.90%,15.50%,-4.45%,5.94%,159.65%,3983,5760,15990,26102,51981,-84.74%,-77.93%,-38.74%,-92.34%,-88.92%,-69.24%,-49.79%,0.2,₹73,206,0,0,
BIRLACABLE,Birla Cable Ltd,1992,₹483 Cr,Micro Cap,Technology,Communication Equipment,₹161,-2.72%,₹125,₹290,28.44%,-44.45%,₹171,₹178,₹179,-2.72%,-4.25%,-9.65%,1.35%,-6.77%,-38.08%,35.12%,205.79%,13496,7541,11001,170133,147713,-92.07%,-95.57%,-93.53%,-90.86%,-94.89%,-92.55%,15.18%,0.1,₹166,99,2,2,
E2E,E2E Networks Ltd,2009,"₹4,139 Cr",Small Cap,Technology,Software - Infrastructure,"₹2,073",2.14%,"₹1,710","₹5,488",21.20%,-62.23%,"₹2,205","₹2,437","₹2,899",2.14%,-3.02%,-14.94%,-27.12%,-0.26%,10.87%,1083.33%,,34481,37514,66316,68626,91787,-49.76%,-45.34%,-3.37%,-62.43%,-59.13%,-27.75%,-25.23%,0.5,"₹2,029",98,21,21,
531842,Lahoti Overseas Ltd,1995,₹133 Cr,Micro Cap,Consumer Cyclical,Textile Manufacturing,₹45,1.79%,₹29,₹53,56.67%,-13.43%,₹44,₹44,₹40,1.79%,-0.46%,7.07%,22.54%,10.64%,3.32%,38.15%,406.69%,6678,20509,20656,33141,24082,-79.85%,-38.12%,-37.67%,-72.27%,-14.84%,-14.23%,37.61%,0.2,₹45,10,5,5,
NETWEB,Netweb Technologies India Ltd,1999,"₹11,808 Cr",Mid Cap,Technology,Computer Hardware,"₹2,092",-2.61%,"₹1,252","₹3,060",67.15%,-31.63%,"₹2,026","₹1,923","₹2,004",-2.61%,-5.35%,5.60%,14.69%,35.10%,-9.16%,,,264827,366297,1141997,731393,637734,-63.79%,-49.92%,56.14%,-58.47%,-42.56%,79.07%,14.69%,0.4,"₹2,148",92,23,23,
VINDHYATEL,Vindhya Telelinks Ltd,1983,"₹1,833 Cr",Small Cap,Industrials,Engineering & Construction,"₹1,547",-1.51%,"₹1,160","₹2,711",33.34%,-42.93%,"₹1,615","₹1,668","₹1,650",-1.51%,-0.39%,-9.03%,0.99%,-2.47%,-34.55%,39.43%,120.23%,5079,9990,9145,17027,25113,-70.17%,-41.33%,-46.29%,-79.78%,-60.22%,-63.58%,-32.20%,0.3,"₹1,571",9,171,171,
517562,Trigyn Technologies Ltd,1986,₹237 Cr,Micro Cap,Technology,Information Technology Services,₹77,-4.51%,₹60,₹138,28.42%,-44.25%,₹82,₹83,₹91,-4.51%,-7.18%,-6.20%,-4.23%,-20.16%,-37.81%,-25.81%,91.91%,14425,2683,2714,4603,11191,213.41%,-41.71%,-41.03%,28.90%,-76.03%,-75.75%,-58.87%,3.1,₹81,20,4,4,
ONEPOINT,One Point One Solutions Ltd,2008,"₹1,218 Cr",Small Cap,Industrials,Specialty Business Services,₹46,0.00%,₹41,₹78,12.97%,-40.22%,₹49,₹52,₹55,0.00%,-4.59%,-7.41%,-23.47%,-8.85%,-29.05%,306.40%,1609.59%,229723,158229,385759,2146817,2216663,-89.30%,-92.63%,-82.03%,-89.64%,-92.86%,-82.60%,-3.15%,0.1,₹46,34,1,1,
531225,Xtglobal Infotech Ltd,1986,₹431 Cr,Micro Cap,Technology,Software - Application,₹32,2.09%,₹29,₹56,10.13%,-42.65%,₹34,₹34,₹38,2.09%,-15.07%,-5.17%,-8.35%,-15.36%,-18.73%,-30.48%,102.45%,3282,43311,13403,7465,6510,-56.04%,480.15%,79.53%,-49.59%,565.25%,105.86%,14.67%,0.4,₹32,,,,
532875,Allied Digital Services Ltd.,1995,₹920 Cr,Small Cap,Technology,Information Technology Services,₹163,0.80%,₹148,₹320,10.51%,-48.99%,₹171,₹179,₹212,0.80%,-6.51%,-11.44%,-18.42%,-35.14%,-20.49%,34.82%,613.35%,43747,85214,43530,42996,42315,1.75%,98.19%,1.24%,3.39%,101.38%,2.87%,1.61%,1.0,₹162,29,6,6,
509546,Graviss Hospitality Ltd,1959,₹309 Cr,Micro Cap,Consumer Cyclical,Lodging,₹44,4.26%,₹39,₹78,12.31%,-43.85%,₹44,₹45,₹47,4.26%,3.67%,-2.60%,-3.14%,-6.89%,-14.20%,120.65%,,157,976,1784,27038,17762,-99.42%,-96.39%,-93.40%,-99.12%,-94.51%,-89.96%,52.23%,0.0,₹42,33,1,1,
REPL,Rudrabhishek Enterprises Ltd,1992,₹285 Cr,Micro Cap,Industrials,Consulting Services,₹157,-1.24%,₹149,₹348,5.13%,-54.89%,₹170,₹176,₹213,-1.24%,-6.50%,-7.86%,-24.48%,-39.37%,-8.71%,-18.27%,,26463,13806,11737,25705,21208,2.95%,-46.29%,-54.34%,24.78%,-34.90%,-44.66%,21.21%,1.0,₹159,20,8,8,
531161,ABM Knowledgeware Ltd,1993,₹338 Cr,Micro Cap,Technology,Software - Application,₹169,1.87%,₹115,₹238,46.85%,-28.92%,₹173,₹168,₹167,1.87%,1.78%,2.71%,2.15%,-2.31%,6.63%,88.98%,109.23%,13488,2076,6937,5279,6050,155.50%,-60.67%,31.40%,122.95%,-65.68%,14.66%,-12.74%,2.6,₹166,23,7,7,
542770,Alphalogic Techsys Ltd,2018,₹531 Cr,Small Cap,Technology,Information Technology Services,₹85,-0.02%,₹82,₹230,3.39%,-63.11%,₹94,₹100,₹111,-0.02%,-3.29%,-16.92%,-24.43%,-16.06%,-59.89%,325.18%,148.91%,42355,15507,11438,7379,7424,473.99%,110.15%,55.01%,470.48%,108.86%,54.07%,-0.61%,5.7,₹85,87,1,1,
543671,AAA Technologies Ltd,2000,₹108 Cr,Micro Cap,Technology,Information Technology Services,₹84,-0.15%,₹66,₹161,27.27%,-47.78%,₹89,₹87,₹91,-0.15%,-3.38%,2.33%,2.50%,-4.77%,-28.78%,,,2666,2350,4485,4571,4955,-41.68%,-48.59%,-1.89%,-46.20%,-52.57%,-9.49%,-7.75%,0.6,₹84,31,3,3,
543525,Silver Touch Technologies Ltd,1995,₹922 Cr,Small Cap,Technology,Information Technology Services,₹725,-0.66%,₹621,₹880,16.77%,-17.58%,₹744,₹751,₹710,-0.66%,0.00%,0.62%,-10.16%,7.34%,-5.46%,104.84%,,440,320,2144,1338,2435,-67.10%,-76.06%,60.29%,-81.93%,-86.85%,-11.97%,-45.08%,0.3,₹730,40,18,18,
SREEL,Sreeleathers Ltd,1991,₹545 Cr,Small Cap,Consumer Cyclical,Footwear & Accessories,₹235,0.15%,₹215,₹315,9.24%,-25.26%,₹241,₹245,₹244,0.15%,-1.87%,-5.72%,-4.07%,1.02%,-21.85%,28.48%,71.20%,6636,2976,3426,5588,6850,18.76%,-46.74%,-38.68%,-3.12%,-56.55%,-49.98%,-18.42%,1.2,₹235,24,10,10,
512634,Savera Industries Ltd,1969,₹191 Cr,Micro Cap,Consumer Cyclical,Lodging,₹160,7.31%,₹118,₹181,35.59%,-11.46%,₹151,₹150,₹148,7.31%,7.53%,6.21%,19.40%,15.11%,6.28%,171.42%,405.53%,27376,2067,2593,3663,3586,647.33%,-43.58%,-29.21%,663.52%,-42.36%,-27.68%,2.17%,7.5,₹149,14,11,11,
514330,One Global Service Provider Ltd,1992,₹199 Cr,Micro Cap,Healthcare,Pharmaceutical Retailers,₹278,-0.45%,₹123,₹408,126.55%,-31.75%,₹256,₹254,₹276,-0.45%,13.62%,20.02%,27.88%,16.74%,107.53%,586.91%,,9557,11820,11181,9308,6613,2.67%,26.99%,20.13%,44.52%,78.74%,69.08%,40.75%,1.0,₹279,,,,
538923,SOFCOM Systems Ltd,1995,₹218 Cr,Micro Cap,Technology,Information Technology Services,₹90,-1.39%,₹37,₹98,143.44%,-7.69%,₹82,₹83,₹73,-1.39%,2.80%,9.38%,12.14%,28.66%,112.87%,210.34%,,74305,53536,22672,14201,25253,423.26%,277.00%,59.65%,194.25%,112.00%,-10.22%,-43.77%,5.2,₹91,375,0,0,
HGS,Hinduja Global Solutions Ltd,1995,"₹2,471 Cr",Small Cap,Industrials,Specialty Business Services,₹531,0.38%,₹437,₹955,21.42%,-44.43%,₹573,₹554,₹581,0.38%,-7.67%,-5.53%,3.36%,-9.17%,-26.82%,-60.08%,54.75%,17655,26033,80805,47576,44206,-62.89%,-45.28%,69.84%,-60.06%,-41.11%,82.79%,7.62%,0.4,₹529,,-5,-5,
AURIONPRO,Aurionpro Solutions Ltd,1997,"₹7,619 Cr",Mid Cap,Technology,Software - Infrastructure,"₹1,380",-1.02%,"₹1,249","₹1,992",10.48%,-30.71%,"₹1,456","₹1,439","₹1,503",-1.02%,-5.51%,-15.87%,0.18%,-3.82%,-18.06%,734.44%,4454.46%,44987,51396,122615,135596,104257,-66.82%,-62.10%,-9.57%,-56.85%,-50.70%,17.61%,30.06%,0.3,"₹1,394",39,36,36,
500183,HFCL Ltd,1987,"₹10,374 Cr",Mid Cap,Technology,Communication Equipment,₹72,-1.61%,₹72,₹171,0.69%,-57.90%,₹77,₹82,₹94,-1.61%,-1.18%,-12.46%,-20.16%,-22.22%,-47.26%,-3.04%,367.47%,211344,277426,591862,1530247,1275784,-86.19%,-81.87%,-61.32%,-83.43%,-78.25%,-53.61%,19.95%,0.1,₹73,300,0,0,
543916,Hemant Surgical Industries Ltd,1989,₹254 Cr,Micro Cap,Healthcare,Medical Devices,₹243,1.99%,₹88,₹243,176.12%,,₹206,₹143,₹123,1.99%,10.29%,55.14%,129.62%,109.47%,49.19%,,,12000,33600,73943,37854,26067,-68.30%,-11.24%,95.34%,-53.96%,28.90%,183.67%,45.22%,0.3,₹239,32,8,8,
BDL,Bharat Dynamics Ltd,1970,"₹54,492 Cr",Large Cap,Industrials,Aerospace & Defense,"₹1,485",-1.91%,₹890,"₹2,097",66.85%,-29.17%,"₹1,638","₹1,802","₹1,420",-1.91%,-5.84%,-18.59%,-17.80%,30.60%,11.18%,248.51%,552.52%,2031259,1650210,1421406,2916295,2751071,-30.35%,-43.41%,-51.26%,-26.16%,-40.02%,-48.33%,6.01%,0.7,"₹1,514",99,15,15,
DATAPATTNS,Data Patterns (India) Ltd,1998,"₹14,190 Cr",Mid Cap,Industrials,Aerospace & Defense,"₹2,530",0.62%,"₹1,351","₹3,269",87.25%,-22.60%,"₹2,673","₹2,843","₹2,339",0.62%,-2.55%,-11.62%,-3.62%,43.20%,-15.58%,194.25%,,172009,459819,273493,750742,1320707,-77.09%,-38.75%,-63.57%,-86.98%,-65.18%,-79.29%,-43.16%,0.2,"₹2,514",66,38,38,
DCXINDIA,DCX Systems Ltd,2011,"₹2,794 Cr",Small Cap,Industrials,Aerospace & Defense,₹249,0.20%,₹200,₹393,24.44%,-36.64%,₹266,₹281,₹296,0.20%,-4.83%,-9.70%,-24.42%,-16.68%,-28.48%,,,374162,510721,533204,1169483,1044615,-68.01%,-56.33%,-54.41%,-64.18%,-51.11%,-48.96%,11.95%,0.3,₹249,78,3,3,
PARAS,Paras Defence and Space Technologies Ltd,2009,"₹5,311 Cr",Mid Cap,Industrials,Aerospace & Defense,₹659,0.98%,₹405,₹973,62.84%,-32.24%,₹718,₹782,₹609,0.98%,1.14%,-16.95%,-12.97%,33.26%,12.32%,104.13%,,356504,537221,596151,1177869,1086785,-69.73%,-54.39%,-49.39%,-67.20%,-50.57%,-45.15%,8.38%,0.3,₹653,83,8,8,
APOLLO,Apollo Micro Systems Ltd,1997,"₹6,255 Cr",Mid Cap,Industrials,Aerospace & Defense,₹187,0.39%,₹88,₹221,112.52%,-15.53%,₹178,₹188,₹137,0.39%,4.32%,1.50%,37.09%,57.04%,71.67%,1292.41%,1358.66%,3257782,5408547,4472209,10969413,9734948,-70.30%,-50.69%,-59.23%,-66.54%,-44.44%,-54.06%,12.68%,0.3,₹186,88,2,2,
543920,CFF Fluid Control Ltd,2012,"₹1,315 Cr",Small Cap,Industrials,Aerospace & Defense,₹627,-1.19%,₹392,₹777,59.95%,-19.32%,₹629,₹633,₹584,-1.19%,5.28%,-4.87%,12.92%,20.29%,-11.49%,,,39600,46000,110952,59444,38355,-33.38%,-22.62%,86.65%,3.25%,19.93%,189.28%,54.98%,0.7,₹635,51,12,12,
522229,Taneja Aerospace and Aviation Ltd,1988,₹970 Cr,Small Cap,Industrials,Aerospace & Defense,₹380,-3.39%,₹219,₹606,74.08%,-37.22%,₹447,₹432,₹380,-3.39%,-11.77%,-21.42%,8.19%,13.70%,-35.03%,256.23%,980.82%,20194,16542,11624,18643,19094,8.32%,-11.27%,-37.65%,5.76%,-13.37%,-39.12%,-2.36%,1.1,₹394,54,7,7,
523606,Sika Interplant Systems Ltd,1985,"₹2,578 Cr",Small Cap,Industrials,Aerospace & Defense,"₹1,216",3.00%,₹400,"₹1,625",204.03%,-25.17%,"₹1,186","₹1,283",₹757,3.00%,4.29%,-3.28%,49.61%,148.79%,111.51%,749.81%,3163.55%,39542,24155,39854,114117,74946,-65.35%,-78.83%,-65.08%,-47.24%,-67.77%,-46.82%,52.27%,0.3,"₹1,181",104,12,12,
531642,Marico Ltd,1988,"₹91,520 Cr",Large Cap,Consumer Defensive,Household & Personal Products,₹708,-0.02%,₹578,₹745,22.43%,-5.03%,₹714,₹711,₹671,-0.02%,-1.28%,-2.78%,-1.91%,11.51%,7.24%,38.29%,93.36%,67908,50575,126804,100644,73027,-32.53%,-49.75%,25.99%,-7.01%,-30.74%,73.64%,37.82%,0.7,₹708,55,13,13,
CGPOWER,CG Power and Industrial Solutions Ltd,1937,"₹100,759 Cr",Large Cap,Industrials,Electrical Equipment & Parts,₹658,-1.02%,₹518,₹875,27.12%,-24.76%,₹671,₹676,₹665,-1.02%,-3.30%,-2.41%,-2.96%,11.92%,-5.02%,175.76%,4848.12%,2337168,2167107,2842945,2580414,3014266,-9.43%,-16.02%,10.17%,-22.46%,-28.10%,-5.68%,-14.39%,0.9,₹665,100,7,7,
500488,Abbott India Ltd,1944,"₹68,614 Cr",Large Cap,Healthcare,Drug Manufacturers - Specialty & Generic,"₹32,200",-2.43%,"₹25,260","₹35,922",27.47%,-10.36%,"₹33,880","₹33,277","₹30,330",-2.43%,-3.19%,-6.36%,6.02%,10.51%,18.00%,68.38%,95.62%,1898,281,403,498,466,280.92%,-43.60%,-19.06%,307.09%,-39.73%,-13.50%,6.87%,3.8,"₹33,001",48,666,666,
PAGEIND,Page Industries Ltd,1994,"₹49,263 Cr",Large Cap,Consumer Cyclical,Apparel Manufacturing,"₹43,955",-2.38%,"₹38,850","₹50,590",13.14%,-13.12%,"₹46,652","₹46,940","₹45,489",-2.38%,-5.06%,-9.86%,-6.36%,4.37%,6.99%,-11.52%,131.97%,24274,30051,22648,24719,23538,-1.80%,21.57%,-8.38%,3.13%,27.67%,-3.78%,5.01%,1.0,"₹45,025",64,686,686,
MSUMI,Motherson Sumi Wiring India Ltd,2020,"₹25,107 Cr",Large Cap,Consumer Cyclical,Auto Parts,₹38,-1.10%,₹31,₹49,23.24%,-22.27%,₹40,₹41,₹38,-1.10%,-3.79%,-10.39%,-0.21%,9.61%,-18.76%,-0.92%,,2662088,3185040,6119414,5068510,5076187,-47.48%,-37.16%,20.73%,-47.56%,-37.26%,20.55%,-0.15%,0.5,₹38,42,1,1,
