ticker,company_name,year,market_cap,category,sector,industry,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
SIGACHI,Sigachi Industries Ltd,1989,"₹1,376 Cr",Small Cap,Healthcare,Pharmaceuticals,₹36,-1.83%,₹34,₹65,5.53%,-44.64%,₹40,₹47,₹46,-1.83%,-8.16%,-19.23%,-9.89%,-19.57%,-42.58%,42.78%,,3754928,3346802,6068771,7870345,5195302,-52.29%,-57.48%,-22.89%,-27.72%,-35.58%,16.81%,51.49%,0.5,₹37,,-1,2,-159.22%
531633,Lincoln Pharmaceuticals Ltd,1995,"₹1,058 Cr",Small Cap,Healthcare,Pharmaceuticals,₹531,-0.67%,₹500,₹975,6.13%,-45.57%,₹551,₹559,₹635,-0.67%,-2.52%,-6.70%,-5.66%,-23.51%,-17.03%,71.45%,149.42%,4241,1690,2624,4387,6055,-3.32%,-61.48%,-40.19%,-29.96%,-72.09%,-56.67%,-27.55%,1.0,₹534,13,41,41,
506197,Bliss GVS Pharma Ltd,1984,"₹1,893 Cr",Small Cap,Healthcare,Pharmaceuticals,₹179,-0.25%,₹105,₹191,70.78%,-5.90%,₹161,₹151,₹142,-0.25%,15.26%,10.03%,61.19%,28.23%,65.19%,130.00%,37.84%,110891,539693,125956,79150,59368,40.10%,581.86%,59.13%,86.79%,809.06%,112.16%,33.32%,1.4,₹180,18,10,8,26.54%
PANACEABIO,Panacea Biotec Ltd,1984,"₹2,582 Cr",Small Cap,Healthcare,Pharmaceuticals,₹421,2.18%,₹132,₹582,219.44%,-27.67%,₹420,₹437,₹430,2.18%,-0.88%,3.73%,-16.56%,13.01%,217.42%,203.24%,98.68%,158742,202914,174393,209473,247323,-24.22%,-3.13%,-16.75%,-35.82%,-17.96%,-29.49%,-15.30%,0.8,₹412,,-1,-1,
WINDLAS,Windlas Biotech Ltd,2001,"₹1,999 Cr",Small Cap,Healthcare,Pharmaceuticals,₹954,-3.78%,₹665,"₹1,198",43.43%,-20.39%,₹947,₹925,₹966,-3.78%,-4.98%,5.23%,-3.89%,-5.00%,19.30%,345.04%,,30941,34666,57610,55156,86341,-43.90%,-37.15%,4.45%,-64.16%,-59.85%,-33.28%,-36.12%,0.6,₹991,33,29,29,
506260,Anuh Pharma Ltd,1960,₹947 Cr,Small Cap,Healthcare,Pharmaceuticals,₹93,-0.34%,₹74,₹124,26.12%,-24.99%,₹101,₹104,₹97,-0.34%,-5.92%,-14.17%,13.41%,-5.67%,-18.91%,101.75%,26.11%,27428,16032,54466,27065,20561,1.34%,-40.77%,101.24%,33.40%,-22.03%,164.90%,31.64%,1.0,₹94,20,5,5,
INDSWFTLAB,IND Swift Laboratories Ltd,1995,₹750 Cr,Small Cap,Healthcare,Pharmaceuticals,₹102,-1.52%,₹69,₹182,48.44%,-43.82%,₹107,₹104,₹98,-1.52%,-3.53%,-15.10%,45.46%,-1.26%,-39.13%,69.03%,167.04%,71352,102371,164423,410250,322522,-82.61%,-75.05%,-59.92%,-77.88%,-68.26%,-49.02%,27.20%,0.2,₹104,2,60,60,
506414,Fermenta Biotech Ltd,1951,"₹1,039 Cr",Small Cap,Healthcare,Pharmaceuticals,₹360,1.10%,₹219,₹449,64.38%,-19.82%,₹373,₹343,₹330,1.10%,-2.57%,9.67%,37.38%,-7.81%,49.81%,83.96%,-1.07%,12430,6554,22119,17694,28803,-29.75%,-62.96%,25.01%,-56.84%,-77.25%,-23.21%,-38.57%,0.7,₹356,6,120,120,
524075,Albert David Ltd,1938,₹471 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹828,-1.38%,₹764,"₹1,753",8.42%,-52.75%,₹906,₹869,"₹1,023",-1.38%,-9.37%,-10.15%,0.75%,-29.00%,-31.24%,47.74%,78.60%,1051,901,522,895,1015,17.43%,0.64%,-41.72%,3.55%,-11.26%,-48.61%,-11.82%,1.2,₹840,11,102,102,
524654,Natural Capsules Ltd,1993,₹223 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹216,-3.74%,₹164,₹377,32.07%,-42.69%,₹218,₹222,₹239,-3.74%,0.49%,-1.59%,5.91%,-25.34%,-28.68%,-55.19%,443.12%,5076,7790,2459,2338,3218,117.09%,233.15%,5.18%,57.73%,142.05%,-23.58%,-27.34%,2.2,₹224,362,1,1,
530477,Vikram Thermo (India) Ltd,1994,₹458 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹146,-3.88%,₹127,₹216,15.14%,-32.52%,₹152,₹159,₹175,-3.88%,-4.17%,-6.53%,-14.67%,-26.68%,-13.30%,203.95%,639.49%,16390,7859,7392,19583,19800,-16.31%,-59.87%,-62.26%,-17.22%,-60.31%,-62.67%,-1.09%,0.8,₹152,52,3,3,
532039,Zenotech Laboratories Ltd,1989,₹358 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹59,-0.14%,₹51,₹108,14.90%,-45.64%,₹61,₹62,₹64,-0.14%,-1.35%,-8.16%,7.94%,-7.82%,-7.79%,2.81%,96.97%,6337,13326,9653,12499,13473,-49.30%,6.61%,-22.77%,-52.96%,-1.09%,-28.35%,-7.23%,0.5,₹59,68,1,1,-6.52%
541096,Bharat Parenterals Ltd,1992,"₹1,018 Cr",Small Cap,Healthcare,Pharmaceuticals,"₹1,477",-0.66%,₹802,"₹1,870",84.10%,-21.04%,"₹1,543","₹1,342","₹1,283",-0.66%,-7.71%,12.12%,32.84%,19.38%,-18.00%,319.88%,245.10%,583,4406,2967,1681,3278,-65.31%,162.15%,76.58%,-82.21%,34.41%,-9.46%,-48.73%,0.3,"₹1,486",,-9,-67,-86.48%
524731,Jenburkt Pharmaceuticals Ltd,1985,₹556 Cr,Small Cap,Healthcare,Pharmaceuticals,"₹1,260",-0.17%,₹816,"₹1,410",54.45%,-10.64%,"₹1,319","₹1,299","₹1,167",-0.17%,-3.74%,-9.19%,23.62%,14.61%,46.72%,133.59%,173.59%,385,574,1002,1718,1713,-77.59%,-66.61%,-41.68%,-77.53%,-66.53%,-41.53%,0.25%,0.2,"₹1,262",17,73,73,
PAR,Par Drugs and Chemicals Ltd,1999,₹122 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹99,-1.73%,₹81,₹348,22.52%,-71.52%,₹103,₹100,₹151,-1.73%,-6.20%,4.20%,-3.39%,-48.73%,-56.57%,-41.77%,,2694,2895,8429,8630,15447,-68.78%,-66.45%,-2.33%,-82.56%,-81.26%,-45.43%,-44.13%,0.3,₹101,9,11,11,
531726,Panchsheel Organics Ltd,1989,₹234 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹178,0.28%,₹126,₹310,41.27%,-42.56%,₹153,₹150,₹173,0.28%,10.94%,17.96%,26.20%,-10.49%,-30.44%,-24.54%,395.13%,14106,30534,19426,14280,18144,-1.22%,113.82%,36.03%,-22.25%,68.29%,7.07%,-21.29%,1.0,₹178,17,10,10,
532384,Tyche Industries Ltd,1998,₹142 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹139,0.43%,₹129,₹225,7.63%,-38.11%,₹141,₹141,₹158,0.43%,-2.04%,-2.76%,0.54%,-9.15%,-21.39%,5.46%,-40.62%,825,1459,2725,6060,8112,-86.39%,-75.92%,-55.03%,-89.83%,-82.01%,-66.41%,-25.30%,0.1,₹138,11,12,12,
526853,Bilcare Ltd,1987,₹161 Cr,Micro Cap,Basic Materials,Containers & Packaging,₹68,-2.11%,₹51,₹98,33.66%,-30.30%,₹71,₹75,₹71,-2.11%,-0.01%,-5.14%,-4.66%,-5.86%,18.80%,4.43%,70.75%,3344,6556,23040,15340,31225,-78.20%,-57.26%,50.20%,-89.29%,-79.00%,-26.21%,-50.87%,0.2,₹70,,-12,-12,
532637,Mangalam Drugs and Organics Ltd,1972,₹139 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹88,-2.36%,₹66,₹145,34.29%,-39.19%,₹89,₹84,₹94,-2.36%,0.46%,0.30%,22.23%,-19.30%,-21.85%,-40.71%,6.68%,1466,918,6416,5624,5786,-73.93%,-83.67%,14.08%,-74.66%,-84.13%,10.89%,-2.80%,0.3,₹90,21,4,4,
ALPA,Alpa Laboratories Limited,1988,₹209 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹100,2.22%,₹90,₹145,10.96%,-30.80%,₹102,₹102,₹109,2.22%,-3.54%,-1.33%,-0.29%,-12.79%,8.24%,53.48%,264.26%,8423,28453,18776,32934,38207,-74.42%,-13.61%,-42.99%,-77.95%,-25.53%,-50.86%,-13.80%,0.3,₹98,11,9,9,
SMSLIFE,SMS Lifesciences India Ltd,2006,₹363 Cr,Micro Cap,Healthcare,Pharmaceuticals,"₹1,200",9.36%,₹862,"₹1,750",39.28%,-31.41%,"₹1,183","₹1,207","₹1,220",9.36%,6.76%,-0.61%,-7.04%,-2.62%,36.82%,75.00%,178.75%,36935,8839,8917,4093,3356,802.45%,115.98%,117.88%,1000.48%,163.37%,165.68%,21.94%,9.0,"₹1,097",18,67,67,
VAISHALI,Vaishali Pharma Ltd,2008,₹134 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹12,0.16%,₹10,₹25,21.07%,-49.94%,₹13,₹12,₹15,0.16%,1.22%,5.59%,3.49%,-27.67%,-21.23%,40.43%,196.90%,129727,412767,603595,671181,664122,-80.67%,-38.50%,-10.07%,-80.47%,-37.85%,-9.11%,1.06%,0.2,₹12,40,0,0,
524828,BDH Industries Ltd,1990,₹173 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹301,1.08%,₹241,₹418,24.69%,-28.08%,₹297,₹275,₹298,1.08%,-5.07%,16.34%,11.34%,-5.89%,-14.63%,141.56%,218.83%,1411,1552,3810,2126,1665,-33.62%,-27.00%,79.22%,-15.25%,-6.79%,128.84%,27.69%,0.7,₹297,19,16,16,
524506,Coral Laboratories Ltd,1997,₹207 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹579,-0.74%,₹561,₹999,3.25%,-42.05%,₹586,₹605,₹716,-0.74%,-1.04%,-1.86%,-13.27%,-24.72%,-17.65%,130.22%,104.34%,740,841,881,1325,1458,-44.14%,-36.53%,-33.47%,-49.26%,-42.35%,-39.57%,-9.17%,0.6,₹583,9,68,68,
506128,Parnax Lab Ltd,1982,₹142 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹124,-1.19%,₹81,₹194,53.15%,-35.89%,₹116,₹109,₹123,-1.19%,-0.08%,17.81%,39.38%,-10.40%,25.68%,26.58%,663.38%,4518,7478,7321,5332,6838,-15.27%,40.23%,37.30%,-33.92%,9.36%,7.07%,-22.01%,0.8,₹126,12,10,10,
538964,Mercury Laboratories Ltd,1982,₹104 Cr,Micro Cap,Healthcare,Pharmaceuticals,₹865,-3.25%,₹736,"₹1,190",17.47%,-27.35%,₹866,₹848,₹872,-3.62%,-1.59%,2.06%,1.83%,-0.28%,-13.55%,96.49%,155.07%,283,52,139,257,266,10.28%,-79.74%,-45.72%,6.37%,-80.46%,-47.65%,-3.55%,1.1,₹894,33,26,26,
TANLA,Tanla Platforms Ltd,1995,"₹9,042 Cr",Mid Cap,Technology,Software & IT Services,₹656,8.98%,₹409,₹990,60.30%,-33.72%,₹646,₹642,₹600,8.98%,2.08%,3.46%,37.29%,17.13%,-26.37%,-8.89%,340.99%,14755771,3230476,1294083,1790202,1526257,724.25%,80.45%,-27.71%,866.79%,111.66%,-15.21%,17.29%,8.2,₹602,18,36,36,
PSPPROJECT,Psp Projects Ltd,2008,"₹2,967 Cr",Small Cap,Industrials,Construction & Engineering,₹704,2.80%,₹565,₹843,24.51%,-16.53%,₹785,₹740,₹667,2.80%,-11.85%,-6.97%,10.35%,11.83%,6.74%,10.65%,74.56%,1113191,1173576,356058,275036,188177,304.74%,326.70%,29.46%,491.57%,523.66%,89.21%,46.16%,4.0,₹685,125,6,14,-60.68%
KRSNAA,Krsnaa Diagnostics Ltd,2010,"₹2,725 Cr",Small Cap,Healthcare,Healthcare Providers & Services,₹840,0.02%,₹626,"₹1,044",34.25%,-19.53%,₹836,₹746,₹804,0.02%,-0.55%,13.44%,18.93%,-5.65%,30.82%,74.11%,,97911,69389,128802,118635,94538,-17.47%,-41.51%,8.57%,3.57%,-26.60%,36.24%,25.49%,0.8,₹840,36,24,24,
GRSE,Garden Reach Shipbuilders & Enginers Ltd,1934,"₹30,390 Cr",Large Cap,Industrials,Aerospace & Defense,"₹2,651",1.01%,"₹1,185","₹3,538",123.73%,-25.08%,"₹2,658","₹2,917","₹1,978",1.01%,6.35%,-8.33%,49.21%,74.21%,26.25%,919.81%,1209.46%,446123,652149,921499,3363797,2924995,-86.74%,-80.61%,-72.61%,-84.75%,-77.70%,-68.50%,15.00%,0.1,"₹2,625",58,46,46,
IFBIND,IFB Industries Ltd,1974,"₹5,328 Cr",Mid Cap,Consumer Cyclical,Household Goods,"₹1,315",-0.99%,"₹1,060","₹2,360",24.06%,-44.28%,"₹1,420","₹1,490","₹1,482",-0.99%,0.45%,-12.87%,2.86%,-3.42%,-31.88%,28.41%,250.25%,35077,57762,40453,64283,68598,-45.43%,-10.14%,-37.07%,-48.87%,-15.80%,-41.03%,-6.29%,0.5,"₹1,328",50,27,29,-9.54%
SHYAMMETL,Shyam Metalics and Energy Ltd,2002,"₹27,357 Cr",Large Cap,Basic Materials,Metals & Mining,₹983,0.57%,₹628,"₹1,001",56.51%,-1.77%,₹930,₹886,₹832,0.57%,-0.90%,12.66%,11.75%,28.09%,41.14%,225.96%,,153030,280060,471261,476214,431695,-67.87%,-41.19%,-1.04%,-64.55%,-35.13%,9.17%,10.31%,0.3,₹978,30,33,33,
533982,Tera Software Ltd,1994,₹383 Cr,Micro Cap,Technology,Software & IT Services,₹297,-1.18%,₹69,₹348,328.64%,-14.57%,₹312,₹290,₹226,-1.18%,-4.18%,3.52%,33.03%,18.28%,269.24%,624.51%,962.79%,10796,3272,5754,6319,5759,70.85%,-48.22%,-8.94%,87.46%,-43.18%,-0.09%,9.72%,1.7,₹301,40,8,8,
538734,Ceinsys Tech Ltd,1998,"₹3,206 Cr",Small Cap,Technology,Software & IT Services,"₹1,797",-0.29%,₹538,"₹2,105",233.92%,-14.62%,"₹1,576","₹1,488","₹1,555",-0.29%,7.19%,20.82%,19.10%,16.22%,232.99%,1126.72%,1868.40%,50923,193387,81825,56143,53454,-9.30%,244.45%,45.74%,-4.73%,261.78%,53.08%,5.03%,0.9,"₹1,802",40,45,35,26.42%
RPSGVENT,RPSG Ventures Ltd,2017,"₹3,021 Cr",Small Cap,Technology,Software & IT Services,₹913,-0.57%,₹681,"₹1,360",34.07%,-32.87%,₹933,₹926,₹942,-0.57%,-7.53%,-0.03%,19.29%,0.45%,14.62%,67.71%,,20907,50910,56663,56231,50233,-62.82%,-9.46%,0.77%,-58.38%,1.35%,12.80%,11.94%,0.4,₹918,,-15,-15,
TREJHARA,Trejhara Solutions Ltd,2017,₹319 Cr,Micro Cap,Technology,Software & IT Services,₹218,-0.60%,₹165,₹304,32.19%,-28.25%,₹229,₹235,₹232,-0.60%,-3.90%,-8.41%,-7.33%,4.63%,30.16%,242.96%,2125.71%,12644,5874,8849,13424,28716,-5.81%,-56.25%,-34.08%,-55.97%,-79.55%,-69.18%,-53.25%,0.9,₹219,96,2,2,
FSL,Firstsource Solutions Ltd,2001,"₹24,584 Cr",Large Cap,Industrials,Professional & Commercial Services,₹356,3.49%,₹270,₹422,31.81%,-15.72%,₹349,₹367,₹358,3.49%,7.85%,-3.82%,9.73%,6.64%,22.68%,244.86%,556.64%,2643623,2400072,1070701,1580880,2240619,67.23%,51.82%,-32.27%,17.99%,7.12%,-52.21%,-29.44%,1.7,₹344,40,9,8,5.70%
532616,Xchanging Solutions Ltd,2002,₹960 Cr,Small Cap,Technology,Software & IT Services,₹86,-1.16%,₹79,₹133,8.88%,-35.35%,₹93,₹96,₹100,-1.16%,-4.25%,-13.18%,2.29%,-19.33%,-28.87%,17.17%,32.17%,30998,11935,15376,20262,21239,52.98%,-41.10%,-24.11%,45.95%,-43.81%,-27.60%,-4.60%,1.5,₹87,19,4,4,
522295,Control Print Ltd,1991,"₹1,221 Cr",Small Cap,Industrials,"Machinery, Equipment & Components",₹760,-0.43%,₹572,₹919,32.87%,-17.27%,₹798,₹780,₹698,-0.43%,2.61%,-7.78%,24.82%,12.69%,-7.68%,62.67%,266.75%,919,5561,9339,6503,4481,-85.87%,-14.48%,43.61%,-79.49%,24.09%,108.38%,45.10%,0.1,₹763,13,61,61,
REDINGTON,Redington Ltd,1961,"₹19,779 Cr",Mid Cap,Technology,"Computers, Phones & Household Electronics",₹253,0.44%,₹159,₹335,59.51%,-24.43%,₹291,₹292,₹242,0.44%,-12.12%,-18.44%,2.22%,24.97%,32.65%,74.66%,479.61%,2130960,4046388,2068013,3603226,5361634,-40.86%,12.30%,-42.61%,-60.26%,-24.53%,-61.43%,-32.80%,0.6,₹252,12,21,21,1.90%
ROUTE,Route Mobile Ltd,2004,"₹5,567 Cr",Mid Cap,Technology,Software & IT Services,₹885,0.74%,₹862,"₹1,707",2.63%,-48.18%,₹948,₹981,"₹1,127",0.74%,-2.84%,-12.50%,-6.21%,-25.84%,-42.00%,-40.83%,,47492,68253,100385,304802,246666,-84.42%,-77.61%,-67.07%,-80.75%,-72.33%,-59.30%,23.57%,0.2,₹878,19,47,47,
532466,Oracle Financial Services Software Ltd,1989,"₹74,585 Cr",Large Cap,Technology,Software & IT Services,"₹8,578",0.09%,"₹7,058","₹13,204",21.54%,-35.03%,"₹8,719","₹8,910","₹9,528",0.09%,-0.93%,-4.76%,5.26%,-7.03%,-12.46%,154.51%,192.73%,2039,3100,5586,6063,5585,-66.37%,-48.88%,-7.87%,-63.49%,-44.50%,0.02%,8.56%,0.3,"₹8,570",31,275,275,
ELIN,Elin Electronics Ltd,1982,₹874 Cr,Small Cap,Industrials,"Machinery, Equipment & Components",₹176,-1.50%,₹108,₹282,62.65%,-37.59%,₹181,₹177,₹170,-3.03%,-2.97%,1.15%,25.76%,9.22%,-8.26%,,,43274,33695,36045,151789,188908,-71.49%,-77.80%,-76.25%,-77.09%,-82.16%,-80.92%,-19.65%,0.3,₹179,29,6,6,
507685,Wipro Ltd,1945,"₹2,981 Cr",Small Cap,Technology,Software & IT Services,₹246,-0.06%,₹225,₹325,9.26%,-24.23%,₹258,₹258,₹275,-0.06%,-2.36%,-8.13%,1.93%,-22.25%,0.48%,12.81%,77.38%,184678,323531,427826,362953,475447,-49.12%,-10.86%,17.87%,-61.16%,-31.95%,-10.02%,-23.66%,0.5,₹246,19,13,13,
JUSTDIAL,Just Dial Ltd,1993,"₹7,187 Cr",Mid Cap,Technology,Software & IT Services,₹840,1.08%,₹752,"₹1,395",11.76%,-39.77%,₹880,₹892,₹932,1.08%,-1.18%,-8.43%,-4.67%,-2.20%,-27.25%,43.00%,121.25%,206018,118104,252195,215736,371321,-4.50%,-45.26%,16.90%,-44.52%,-68.19%,-32.08%,-41.90%,1.0,₹831,12,71,71,
RAMCOSYS,Ramco Systems Ltd,1997,"₹1,466 Cr",Small Cap,Technology,Software & IT Services,₹391,-0.33%,₹270,₹523,44.81%,-25.24%,₹390,₹409,₹390,-0.33%,2.17%,-1.24%,8.30%,7.20%,17.51%,41.74%,161.19%,8986,13554,16970,112515,97664,-92.01%,-87.95%,-84.92%,-90.80%,-86.12%,-82.62%,15.21%,0.1,₹392,,-9,-9,
517170,Edvenswa Enterprises Ltd,1980,₹131 Cr,Micro Cap,Technology,Software & IT Services,₹45,1.84%,₹39,₹100,15.13%,-55.01%,₹45,₹46,₹51,1.84%,2.72%,-0.93%,8.11%,-17.42%,-47.35%,-31.75%,,10582,11483,33159,48496,55729,-78.18%,-76.32%,-31.63%,-81.01%,-79.39%,-40.50%,-12.98%,0.2,₹44,14,6,6,
532868,DLF Ltd,1963,"₹193,223 Cr",Large Cap,Real Estate,Real Estate Operations,₹781,-1.63%,₹601,₹929,29.86%,-15.94%,₹822,₹830,₹763,-1.63%,-2.46%,-6.10%,19.15%,2.47%,-4.80%,111.57%,449.98%,186793,65576,69322,164695,136597,13.42%,-60.18%,-57.91%,36.75%,-51.99%,-49.25%,20.57%,1.1,₹794,44,18,18,
517334,Samvardhana Motherson International Ltd,1986,"₹66,024 Cr",Large Cap,Consumer Cyclical,Automobiles & Auto Parts,₹97,-0.92%,₹72,₹145,36.15%,-32.68%,₹101,₹102,₹98,-0.92%,-5.03%,-5.88%,3.42%,5.97%,-16.67%,70.32%,119.54%,263792,597766,621959,682253,809283,-61.34%,-12.38%,-8.84%,-67.40%,-26.14%,-23.15%,-15.70%,0.4,₹98,27,4,4,
500459,Procter & Gamble Hygiene & Health Care,1964,"₹43,348 Cr",Large Cap,Consumer Defensive,Personal & Household Products & Services,"₹13,330",-1.89%,"₹12,140","₹17,499",9.80%,-23.82%,"₹13,287","₹13,406","₹14,236",-1.89%,1.43%,-0.52%,-5.10%,-8.16%,-20.82%,-8.20%,29.45%,174,2510,841,565,507,-69.21%,344.07%,48.88%,-65.71%,394.58%,65.81%,11.37%,0.3,"₹13,587",52,255,221,15.47%
SONACOMS,Sona Blw Precision Forgings Ltd,1995,"₹27,790 Cr",Large Cap,Consumer Cyclical,Automobiles & Auto Parts,₹444,0.23%,₹380,₹769,16.84%,-42.24%,₹463,₹486,₹534,0.23%,-5.63%,-5.19%,-12.62%,-11.62%,-31.83%,-20.93%,,5080108,3785151,5048996,3000567,2692939,69.30%,26.15%,68.27%,88.65%,40.56%,87.49%,11.42%,1.7,₹443,45,10,10,
539268,Syngene International Ltd,1993,"₹28,035 Cr",Large Cap,Healthcare,Biotechnology & Medical Research,₹697,-1.15%,₹599,₹960,16.45%,-27.40%,₹672,₹657,₹737,-1.15%,-2.00%,9.66%,14.10%,-5.80%,-15.19%,21.01%,47.72%,15803,48314,44087,30241,46691,-47.74%,59.77%,45.79%,-66.15%,3.48%,-5.58%,-35.23%,0.5,₹705,55,13,13,
THERMAX,Thermax Limited,1980,"₹40,079 Cr",Large Cap,Industrials,"Machinery, Equipment & Components","₹3,558",0.54%,"₹2,950","₹5,719",20.61%,-37.79%,"₹3,694","₹3,564","₹3,773",0.54%,-5.84%,3.24%,12.73%,0.45%,-20.05%,72.06%,373.64%,201968,167889,321687,201220,168670,0.37%,-16.56%,59.87%,19.74%,-0.46%,90.72%,19.30%,1.0,"₹3,539",60,60,56,5.77%
533023,ZF Commercial Vehl Cntrl Sytm India Ltd,2004,"₹25,796 Cr",Large Cap,Consumer Cyclical,Automobiles & Auto Parts,"₹13,600",1.97%,"₹9,567","₹17,750",42.16%,-23.38%,"₹13,216","₹13,279","₹12,508",1.97%,2.57%,3.54%,7.72%,24.15%,-14.97%,45.21%,94.23%,680,210,330,491,577,38.42%,-57.25%,-32.77%,17.91%,-63.59%,-42.73%,-14.82%,1.4,"₹13,338",,,,
KALYANKJIL,Kalyan Jewellers India Ltd,2009,"₹61,764 Cr",Large Cap,Consumer Cyclical,Specialty Retailers,₹597,0.09%,₹399,₹795,49.47%,-24.94%,₹593,₹567,₹575,0.09%,-1.22%,2.22%,16.51%,5.89%,10.43%,736.13%,,3609951,2845941,3697011,3720911,6427378,-2.98%,-23.51%,-0.64%,-43.83%,-55.72%,-42.48%,-42.11%,1.0,₹596,86,7,7,
ENDURANCE,Endurance Technologies Ltd,1999,"₹36,693 Cr",Large Cap,Consumer Cyclical,Automobiles & Auto Parts,"₹2,597",-1.58%,"₹1,675","₹3,030",55.04%,-14.29%,"₹2,622","₹2,581","₹2,221",-1.58%,1.42%,-2.45%,25.95%,31.81%,4.71%,78.35%,170.97%,89252,144255,98446,243207,185255,-63.30%,-40.69%,-59.52%,-51.82%,-22.13%,-46.86%,31.28%,0.4,"₹2,639",44,59,59,
506943,J B Chemicals and Pharmaceuticals Ltd,1976,"₹26,449 Cr",Large Cap,Healthcare,Pharmaceuticals,"₹1,691",-1.28%,"₹1,303","₹2,029",29.78%,-16.66%,"₹1,686","₹1,698","₹1,701",-1.28%,-6.18%,3.65%,10.03%,-2.89%,-10.39%,81.47%,362.35%,1819,63558,26746,25299,16975,-92.81%,151.23%,5.72%,-89.28%,274.42%,57.56%,49.04%,0.1,"₹1,713",39,43,42,3.83%
500031,Bajaj Electricals Ltd,1938,"₹6,978 Cr",Mid Cap,Consumer Cyclical,Household Goods,₹605,-1.77%,₹488,"₹1,037",24.10%,-41.65%,₹655,₹665,₹679,-1.77%,-2.73%,-11.98%,12.65%,-17.19%,-37.43%,-47.49%,40.80%,3633,3398,3485,8651,16475,-58.00%,-60.73%,-59.71%,-77.95%,-79.38%,-78.84%,-47.49%,0.4,₹616,52,12,12,
531768,Poly Medicure Ltd.,1995,"₹20,108 Cr",Large Cap,Healthcare,Healthcare Equipment & Supplies,"₹1,986",-1.15%,"₹1,788","₹3,350",11.07%,-40.72%,"₹2,090","₹2,168","₹2,399",-1.15%,0.39%,-10.42%,-25.69%,-17.85%,9.12%,172.92%,388.00%,4063,8934,6204,6304,6447,-35.55%,41.72%,-1.58%,-36.98%,38.58%,-3.76%,-2.22%,0.6,"₹2,009",58,34,34,
AETHER,Aether Industries Ltd,2013,"₹10,081 Cr",Mid Cap,Basic Materials,Chemicals,₹760,-1.05%,₹725,"₹1,071",4.88%,-29.01%,₹789,₹779,₹821,-1.05%,-2.08%,-4.18%,-5.82%,-8.41%,-12.22%,-7.46%,,85128,88992,159319,272979,190362,-68.82%,-67.40%,-41.64%,-55.28%,-53.25%,-16.31%,43.40%,0.3,₹768,57,13,13,
543653,Bikaji Foods International Ltd,1995,"₹18,509 Cr",Mid Cap,Consumer Defensive,Food & Tobacco,₹739,-0.98%,₹520,"₹1,005",42.11%,-26.47%,₹750,₹745,₹728,-0.98%,-3.88%,1.21%,8.22%,2.57%,0.35%,,,11655,12167,12450,17061,24233,-31.69%,-28.68%,-27.03%,-51.90%,-49.79%,-48.62%,-29.60%,0.7,₹746,92,8,8,
CERA,Cera Sanitaryware Ltd,1998,"₹8,268 Cr",Mid Cap,Consumer Cyclical,Homebuilding & Construction Supplies,"₹6,400",-2.70%,"₹5,060","₹10,790",26.48%,-40.69%,"₹6,689","₹6,721","₹6,531",-2.70%,-1.27%,-5.02%,15.92%,-5.70%,-34.92%,35.61%,181.41%,17662,15382,38470,53085,39344,-66.73%,-71.02%,-27.53%,-55.11%,-60.90%,-2.22%,34.93%,0.3,"₹6,578",34,190,190,
AMBER,Amber Enterprises India Ltd,1990,"₹26,771 Cr",Large Cap,Industrials,"Machinery, Equipment & Components","₹7,899",-0.77%,"₹3,964","₹8,177",99.27%,-3.40%,"₹7,642","₹7,069","₹6,633",-0.77%,1.13%,6.30%,30.94%,14.17%,87.39%,247.67%,343.96%,198943,453795,389451,359596,448551,-44.68%,26.20%,8.30%,-55.65%,1.17%,-13.18%,-19.83%,0.6,"₹7,960",98,81,72,12.96%
CRAFTSMAN,Craftsman Automation Ltd,1986,"₹15,375 Cr",Mid Cap,Industrials,"Machinery, Equipment & Components","₹6,475",-2.31%,"₹3,700","₹7,121",75.00%,-9.07%,"₹6,326","₹5,840","₹5,091",-2.31%,0.42%,10.19%,41.47%,47.61%,25.05%,144.18%,,36047,138897,75213,74732,62848,-51.77%,85.86%,0.64%,-42.64%,121.01%,19.68%,18.91%,0.5,"₹6,628",66,99,84,18.14%
